"filename", "language", "JSON with Comments", "sqlite3-editor-database", "JavaScript", "JSON", "TypeScript", "Markdown", "Log", "Docker", "TypeScript JSX", "XML", "SCSS", "CSS", "comment", "blank", "total"
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.d911d6af82b8ed36.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.ddc292503cba456d.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e13c0af32829b334.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e26e905b6bcae92a.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e32052124f02f065.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e3b8de3a37a7f07f.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e405712e112475a6.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e4221cb5ddc2f2e9.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e45b4410e1808ab6.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e751c5f708db026c.hot-update.js", "JavaScript", 0, 0, 3956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2381, 2374, 8711
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.e87a844dd3671530.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.eb96e4d33b889300.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.f0adc6fbf84a4f31.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.f24e204b7b82ac96.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.f2cce3ee5d85e7c1.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.f2d8c096d459d30b.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.f3fc3ebe1675aeeb.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.f7ea7a58ae03b830.hot-update.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 21
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.fc7d991b72c69db3.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\college\page.fe5c077e4896ef4a.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\layout.609d35c3dac965f6.hot-update.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 21
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.17965bb587e2a91f.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.1f8c34d05b5e05ef.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.3eea56f2a3a5065d.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.5c181bbf228281e1.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.6df57792b8a62f01.hot-update.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 10, 42
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.787c7ffdb2c6c03f.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.a662a58a1fcb7bd7.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.b5a1122943ac3a20.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.c20d15d6683aadd7.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.d89ba72145e6f76a.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.dea2c62c45770f55.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.ecfc8f8c3d61f749.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\app\r2h\page.feb9636e6a933d4d.hot-update.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\b02c8919e4360453.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\b201ce51e3bf2a7a.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\b26eab7a159cdbc5.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\b5a1122943ac3a20.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\b8ce44a0c57cab5d.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\b8d7de1c996a33b2.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\ba27b8fd55f664ae.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\bcbe5e991235363e.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\c20d15d6683aadd7.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\c29abae7dc758ee9.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\c3e3ac98973734a9.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\c475412ea952b609.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\c8c4173bdfadb499.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\ca1240441ae7fc3d.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\cb21b3870e30fdab.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\cc87038339a7c3f0.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\ceeb77defa58b928.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\d1dd261c6a7bfadd.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\d256dbfedfee32cb.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\d89ba72145e6f76a.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\d911d6af82b8ed36.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\ddc292503cba456d.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\dea2c62c45770f55.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e13c0af32829b334.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e26e905b6bcae92a.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e32052124f02f065.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e3b8de3a37a7f07f.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e405712e112475a6.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e4221cb5ddc2f2e9.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e45b4410e1808ab6.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e751c5f708db026c.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e810dde39f44bf44.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\e87a844dd3671530.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\eb96e4d33b889300.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\ecfc8f8c3d61f749.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\f0adc6fbf84a4f31.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\f24e204b7b82ac96.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\f2cce3ee5d85e7c1.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\f2d8c096d459d30b.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\f3fc3ebe1675aeeb.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\f4b631aa65a06fb8.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\f7ea7a58ae03b830.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\fc7d991b72c69db3.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\fe5c077e4896ef4a.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\feb9636e6a933d4d.webpack.hot-update.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.01ade2b8f6f9efae.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.043805252b7022f2.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.05e1375f44bb6842.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.06086b6a440a5639.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.070ae4a2cfe1b1bc.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.07102ca4f8a2d94f.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.08def2f14b3efef0.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.099028b324a2e314.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.0b0248b9376bc4ca.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.0c089b2e388c75cd.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.0d3c3fad161b0e95.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.10c9379971e812c9.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.119df899162404a8.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.12e6cbfb8dd5aa65.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.15a7b2355f0a62c8.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.16481098d89583ea.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.17965bb587e2a91f.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.1990ee64eb0f7f7c.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.1f8c34d05b5e05ef.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.228353588adb39f7.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.253e1a4d7aad8045.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.27abc2c6650d0b2f.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.2a4b3876aa362ae5.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.3024dcd3b58930b9.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.3333ee120392b557.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.37dd01c2dfa0c191.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.3d3422f4890ea203.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.3d60afcb058f0702.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.3eea56f2a3a5065d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.453b28e32942d385.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.471938e4ac065eb6.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.49f80a944152173d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.4a5a58c8ba70a950.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.4aafc8f1654e1a54.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.4c20136caf4a48e4.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.502b5b0a4c14949f.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.51bc2d332248ff39.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.53d8df0d53cbcb1f.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.5b078d67ff855333.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.5b3f8176d6091a40.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.5bbaedda0a5e33e0.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.5c181bbf228281e1.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.5c448a1b669eaabc.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.5f2bd8d022fe3269.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.609d35c3dac965f6.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
